Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
RILY,8.62,2026-06-12,4,Call,9.00,-4.41%,0.16,0.2,0.22,3104,375,8.28,82.86%,96.03%,0.345774,2026-06-08
AAPL,301.54,2026-06-17,9,Call,310.00,-2.81%,2.01,2.09,2.2,860,104,8.27,24.39%,27.24%,0.27196,2026-06-08
NVDA,208.64,2026-07-02,24,Call,205.00,+1.74%,10.75,10.85,10.9,19049,2308,8.25,39.98%,40.74%,0.596169,2026-06-08
GOOGL,363.31,2026-06-10,2,Put,350.00,-3.66%,0.45,0.5,0.5,1459,177,8.24,32.10%,39.11%,-0.095171,2026-06-08
MSFT,411.74,2026-06-10,2,Put,410.00,-0.42%,3.25,3.3,3.4,4273,519,8.23,30.70%,34.30%,-0.4268,2026-06-08
NVDA,208.64,2026-06-18,10,Put,227.50,+9.04%,18.55,19.21,20.25,1353,165,8.2,39.98%,40.51%,-0.898172,2026-06-08
UNH,406.57,2026-06-12,4,Call,440.00,-8.22%,0.18,0.21,0.3,1729,212,8.16,34.70%,41.12%,0.035131,2026-06-08
MRVL,288.85,2026-06-12,4,Call,292.50,-1.26%,13.3,13.95,14.15,2935,362,8.11,106.04%,127.22%,0.490105,2026-06-08
LMND,52.97,2026-06-12,4,Call,60.00,-13.27%,0,0.1,0.15,1205,149,8.09,70.55%,69.74%,0.047962,2026-06-08
BMY,55.57,2026-06-12,4,Put,57.00,+2.57%,1.46,1.4,1.74,2266,281,8.06,28.51%,27.42%,-0.808557,2026-06-08
VST,146.9,2026-06-12,4,Call,162.50,-10.62%,0.24,0.26,0.29,1736,216,8.04,52.61%,62.15%,0.065066,2026-06-08
BTSG,59.22,2026-06-18,10,Call,60.00,-1.32%,1.35,1.35,1.75,1400,175,8,45.91%,48.01%,0.455241,2026-06-08
MU,949.28,2026-06-12,4,Put,955.00,+0.60%,46.8,48.9,48.15,3025,378,8,101.26%,112.57%,-0.495772,2026-06-08
TSLA,408.95,2026-06-12,4,Call,390.00,+4.63%,21.9,22.07,22.35,8125,1016,8,47.51%,58.36%,0.792106,2026-06-08
NVO,41.02,2026-06-12,4,Put,41.00,-0.05%,0.71,0.78,0.8,3302,419,7.88,40.67%,44.10%,-0.490445,2026-06-08
TSLA,408.95,2026-06-10,2,Put,380.00,-7.08%,0.43,0.45,0.46,6591,837,7.87,47.51%,62.86%,-0.054234,2026-06-08
AUR,6.26,2026-06-12,4,Call,6.50,-3.83%,0.15,0.15,0.2,4261,542,7.86,76.53%,104.32%,0.387313,2026-06-08
CLSK,16.52,2026-06-12,4,Put,15.50,-6.17%,0.37,0.39,0.39,13458,1712,7.86,100.14%,118.15%,-0.280952,2026-06-08
OSCR,27.39,2026-06-12,4,Call,27.00,+1.42%,1.33,1.4,1.52,3856,493,7.82,83.67%,106.98%,0.574413,2026-06-08
MRVL,288.85,2026-06-26,18,Call,350.00,-21.17%,10.75,11,11.25,4209,539,7.81,106.04%,116.50%,0.272175,2026-06-08
EXPE,225.9,2026-07-17,39,Put,200.00,-11.47%,3.8,3.9,4.4,1000,128,7.81,46.27%,48.32%,-0.192766,2026-06-08
AMZN,245.22,2026-06-10,2,Put,232.50,-5.19%,0.18,0.2,0.24,1998,256,7.8,32.29%,46.34%,-0.05759,2026-06-08
CRM,182.55,2026-06-12,4,Call,190.00,-4.08%,1.36,1.36,1.38,15205,1951,7.79,44.62%,51.88%,0.240682,2026-06-08
PCG,16.48,2026-06-12,4,Put,16.50,+0.12%,0.21,0.32,0.37,2529,325,7.78,29.62%,40.94%,-0.500705,2026-06-08
AAPL,301.54,2026-06-12,4,Put,307.50,+1.98%,7.45,7.65,7.8,9483,1221,7.77,24.39%,31.69%,-0.714809,2026-06-08
OKLO,58.94,2026-12-18,193,Put,75.00,+27.25%,26.15,26.52,27.35,1505,194,7.76,97.47%,97.74%,-0.488987,2026-06-08
AAOI,196.64,2026-06-18,10,Call,300.00,-52.56%,2.6,2.62,2.9,9383,1215,7.72,147.86%,183.38%,0.108099,2026-06-08
TSLA,408.95,2026-06-10,2,Call,417.50,-2.09%,2.85,2.86,2.92,6604,856,7.71,47.51%,51.01%,0.300177,2026-06-08
AAOI,196.64,2026-06-12,4,Call,200.00,-1.71%,12.4,12.8,13.1,8205,1065,7.7,147.86%,173.31%,0.4998,2026-06-08
ABBV,223.07,2026-08-21,74,Call,250.00,-12.07%,3.3,3.42,3.6,10088,1312,7.69,28.47%,29.55%,0.216376,2026-06-08
META,585.39,2026-06-10,2,Call,587.50,-0.36%,5.75,5.99,6,1173,153,7.67,34.56%,39.45%,0.459174,2026-06-08
RGTI,21.76,2026-06-12,4,Call,22.50,-3.40%,0.8,0.84,0.85,2123,278,7.64,109.71%,124.74%,0.426206,2026-06-08
CPNG,15.18,2026-06-12,4,Call,16.00,-5.40%,0.18,0.2,0.22,1386,182,7.62,59.47%,77.80%,0.274099,2026-06-08
BABA,120.07,2027-03-19,284,Call,125.00,-4.11%,17.2,17.35,17.9,1508,198,7.62,39.70%,46.82%,0.537732,2026-06-08
MSFT,411.74,2026-07-10,32,Call,435.00,-5.65%,6.45,6.85,7,1878,247,7.6,30.70%,30.72%,0.29736,2026-06-08
GOOGL,363.31,2027-12-17,557,Call,425.00,-16.98%,53.6,55,55.1,1992,262,7.6,32.10%,38.73%,0.509015,2026-06-08
AAPL,301.54,2026-06-12,4,Call,327.50,-8.61%,0.1,0.11,0.11,6415,846,7.58,24.39%,39.00%,0.023104,2026-06-08
D,65.52,2026-09-18,102,Put,62.50,-4.61%,1.8,1.7,2.6,2554,337,7.58,24.09%,26.00%,-0.339096,2026-06-08
AAPL,301.54,2026-06-10,2,Call,315.00,-4.46%,0.26,0.27,0.28,27656,3657,7.56,24.39%,39.44%,0.070085,2026-06-08
ETN,403.14,2027-01-15,221,Call,480.00,-19.07%,27.1,31.3,30,1156,154,7.51,42.00%,42.01%,0.371898,2026-06-08
GLW,187.54,2026-09-18,102,Call,195.00,-3.98%,28.6,29,29.95,3726,497,7.5,80.31%,80.63%,0.555456,2026-06-08
AMZN,245.22,2026-06-12,4,Put,270.00,+10.11%,24,25.16,26.2,5848,783,7.47,32.29%,58.36%,-0.94003,2026-06-08
AAPL,301.54,2026-06-10,2,Put,310.00,+2.81%,8.8,9.17,9.35,14314,1923,7.44,24.39%,36.40%,-0.84429,2026-06-08
WULF,25.86,2026-06-12,4,Call,28.50,-10.21%,0.28,0.31,0.35,1449,196,7.39,92.00%,106.66%,0.204588,2026-06-08
AMZN,245.22,2026-06-10,2,Call,230.00,+6.21%,14.35,15.05,16.55,738,100,7.38,32.29%,52.25%,0.953646,2026-06-08
COIN,162.11,2026-06-12,4,Call,162.50,-0.24%,5.2,5.35,5.45,2104,285,7.38,71.11%,80.98%,0.507471,2026-06-08
GLW,187.54,2026-06-12,4,Call,205.00,-9.31%,1.79,1.91,2.1,1563,212,7.37,80.31%,94.25%,0.197746,2026-06-08
META,585.39,2026-06-10,2,Call,590.00,-0.79%,4.7,4.8,5,1929,262,7.36,34.56%,39.58%,0.402449,2026-06-08
AMZN,245.22,2026-06-10,2,Call,250.00,-1.95%,0.8,0.82,0.85,6123,833,7.35,32.29%,34.38%,0.230182,2026-06-08
TSLA,408.95,2026-06-15,7,Call,402.50,+1.58%,14.75,15.07,15.3,1114,152,7.33,47.51%,50.64%,0.607086,2026-06-08
AAPL,301.54,2026-06-10,2,Call,317.50,-5.29%,0.18,0.18,0.19,14985,2055,7.29,24.39%,41.47%,0.04857,2026-06-08
PLTR,136.47,2026-06-12,4,Call,137.00,-0.39%,2.9,2.94,2.95,6722,923,7.28,49.41%,55.31%,0.487579,2026-06-08
QCOM,217.77,2026-06-12,4,Put,212.50,-2.42%,5.45,5.8,6.7,1633,227,7.19,81.06%,94.31%,-0.382249,2026-06-08
CTSH,52.99,2026-06-18,10,Put,50.00,-5.64%,0.5,0.7,0.8,2987,418,7.15,49.41%,51.78%,-0.234433,2026-06-08
UNH,406.57,2026-06-12,4,Put,400.00,-1.62%,3.35,3.7,3.65,1216,171,7.11,34.70%,37.21%,-0.329383,2026-06-08
AAOI,196.64,2026-06-12,4,Call,220.00,-11.88%,6.1,6.7,6.7,3729,529,7.05,147.86%,176.37%,0.303766,2026-06-08
AMZN,245.22,2026-06-10,2,Put,235.00,-4.17%,0.29,0.3,0.32,2782,396,7.03,32.29%,42.57%,-0.084967,2026-06-08
PSKY,10.39,2026-06-12,4,Call,10.50,-1.06%,0.2,0.22,0.24,793,113,7.02,55.25%,62.06%,0.449479,2026-06-08
META,585.39,2026-06-10,2,Call,585.00,+0.07%,6.95,7.15,7.3,877,125,7.02,34.56%,39.79%,0.517316,2026-06-08
TSLA,408.95,2026-06-10,2,Call,427.50,-4.54%,1.01,1.04,1.05,3512,500,7.02,47.51%,52.39%,0.131475,2026-06-08
KEEL,5.66,2026-06-12,4,Call,6.00,-6.01%,0.18,0.19,0.2,6442,919,7.01,114.56%,136.48%,0.369132,2026-06-08
MMM,153.85,2026-06-12,4,Call,160.00,-4.00%,0.32,0.7,0.59,826,118,7,31.61%,35.86%,0.15369,2026-06-08
NVO,41.02,2026-06-12,4,Put,39.00,-4.92%,0.14,0.17,0.18,1001,143,7,40.67%,47.12%,-0.149393,2026-06-08
MRVL,288.85,2026-06-12,4,Call,365.00,-26.36%,1.04,1.23,1.28,727,104,6.99,106.04%,141.04%,0.065731,2026-06-08
GOOGL,363.31,2026-06-10,2,Call,370.00,-1.84%,1.26,1.25,1.54,4614,661,6.98,32.10%,35.43%,0.249621,2026-06-08
HPE,49.87,2026-06-12,4,Call,51.00,-2.27%,1.21,1.15,1.3,1016,146,6.96,68.13%,83.46%,0.416913,2026-06-08
MSFT,411.74,2026-06-10,2,Put,407.50,-1.03%,2.27,2.35,2.44,1071,154,6.95,30.70%,34.35%,-0.3354,2026-06-08
CBRS,237.83,2026-07-17,39,Call,300.00,-26.14%,18,19,21.2,7342,1058,6.94,117.20%,125.60%,0.362887,2026-06-08
INTC,110.27,2026-06-12,4,Call,120.00,-8.82%,1.5,1.5,1.52,31139,4485,6.94,83.82%,102.15%,0.231429,2026-06-08
INTC,110.27,2026-06-12,4,Call,115.00,-4.29%,2.72,2.77,2.78,26687,3853,6.93,83.82%,100.63%,0.365865,2026-06-08
OKLO,58.94,2026-06-12,4,Call,60.00,-1.80%,2.1,2.11,2.28,1654,240,6.89,97.47%,107.84%,0.460986,2026-06-08
CYTK,67.9,2026-07-17,39,Call,70.00,-3.09%,2.75,3.6,4.1,2530,367,6.89,46.10%,47.69%,0.463353,2026-06-08
TSLA,408.95,2026-06-12,4,Call,400.00,+2.19%,14.65,14.8,14.9,19632,2853,6.88,47.51%,56.48%,0.659325,2026-06-08
CALY,15.64,2026-07-17,39,Call,15.00,+4.09%,1.15,1.4,1.65,3036,442,6.87,52.02%,50.97%,0.639037,2026-06-08
NVDA,208.64,2026-07-24,46,Call,205.00,+1.74%,14.3,14.15,14.6,1745,255,6.84,39.98%,41.15%,0.58918,2026-06-08
ARM,346.39,2026-07-17,39,Call,420.00,-21.25%,19.45,20.48,21.4,2615,384,6.81,94.90%,97.11%,0.331462,2026-06-08
HPE,49.87,2026-07-02,24,Call,20.00,+59.90%,29.2,29.9,31.75,1136,167,6.8,68.13%,242.58%,0.962104,2026-06-08
CMPS,11.73,2026-07-17,39,Call,16.00,-36.40%,0.4,0.55,0.8,753,111,6.78,106.61%,115.39%,0.266306,2026-06-08
AMZN,245.22,2026-06-10,2,Put,237.50,-3.15%,0.47,0.49,0.51,1071,158,6.78,32.29%,39.66%,-0.133367,2026-06-08
DKNG,24.78,2026-06-18,10,Call,25.50,-2.91%,0.59,0.65,0.68,1360,201,6.77,54.57%,56.79%,0.402389,2026-06-08
NEOG,9.07,2026-07-17,39,Call,10.00,-10.25%,0.25,0.28,0.35,3235,483,6.7,62.84%,52.53%,0.322924,2026-06-08
NVDA,208.64,2026-06-10,2,Call,215.00,-3.05%,0.55,0.56,0.57,40827,6090,6.7,39.98%,41.18%,0.167643,2026-06-08
ADBE,244.99,2026-06-12,4,Put,242.50,-1.02%,8.75,9.65,10.4,672,101,6.65,56.96%,106.31%,-0.440229,2026-06-08
NVDA,208.64,2026-06-15,7,Put,217.50,+4.25%,9.85,10.13,10.2,729,110,6.63,39.98%,36.70%,-0.78476,2026-06-08
DAL,78.21,2026-09-18,102,Put,75.00,-4.10%,5.2,5.2,5.35,7108,1074,6.62,44.65%,43.47%,-0.372647,2026-06-08
INTC,110.27,2026-06-12,4,Put,112.00,+1.57%,5.5,5.55,5.6,2748,416,6.61,83.82%,100.32%,-0.537083,2026-06-08
LUNR,29.74,2026-06-12,4,Call,40.00,-34.50%,0.22,0.24,0.23,14249,2166,6.58,127.09%,194.04%,0.087477,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,000.00",-5.34%,24.6,24.82,25,25251,3840,6.58,101.26%,112.18%,0.351507,2026-06-08
INTC,110.27,2026-06-12,4,Call,132.00,-19.71%,0.3,0.33,0.38,2008,306,6.56,83.82%,108.98%,0.064678,2026-06-08
TSLA,408.95,2026-06-12,4,Call,410.00,-0.26%,9,9.14,9.2,15086,2312,6.53,47.51%,55.79%,0.496848,2026-06-08
CDNS,394.24,2026-07-17,39,Call,420.00,-6.53%,13.9,16,16,1007,155,6.5,48.08%,47.60%,0.38074,2026-06-08
COIN,162.11,2026-06-26,18,Call,240.00,-48.05%,0.28,0.34,0.36,2822,434,6.5,71.11%,87.68%,0.028178,2026-06-08
NVDA,208.64,2026-06-12,4,Call,210.00,-0.65%,3.15,3.15,3.25,62568,9674,6.47,39.98%,43.53%,0.455759,2026-06-08
META,585.39,2026-06-12,4,Call,590.00,-0.79%,7.8,7.99,8.05,2540,394,6.45,34.56%,40.64%,0.438499,2026-06-08
RBLX,42.3,2026-06-12,4,Call,45.00,-6.38%,0.45,0.59,0.54,4562,708,6.44,70.79%,80.20%,0.244978,2026-06-08
META,585.39,2026-06-12,4,Call,587.50,-0.36%,8.9,9,9.25,1573,245,6.42,34.56%,40.83%,0.478275,2026-06-08
RGTI,21.76,2026-06-12,4,Call,24.50,-12.59%,0.33,0.34,0.4,2370,370,6.41,109.71%,134.53%,0.221427,2026-06-08
AMZN,245.22,2028-06-16,739,Call,380.00,-54.96%,25,26.1,27.1,728,114,6.39,32.29%,39.66%,0.364714,2026-06-08
NVDA,208.64,2026-07-24,46,Put,200.00,-4.14%,7.5,7.7,7.75,3261,510,6.39,39.98%,40.75%,-0.347917,2026-06-08
TSLA,408.95,2026-06-12,4,Put,400.00,-2.19%,5.5,5.57,5.6,27979,4378,6.39,47.51%,55.70%,-0.339229,2026-06-08
MU,949.28,2026-06-12,4,Call,930.00,+2.03%,54.25,55.1,56,4385,696,6.3,101.26%,113.80%,0.592938,2026-06-08
XOM,151.75,2028-12-15,921,Call,170.00,-12.03%,20.2,21.85,22.1,6410,1017,6.3,32.00%,28.45%,0.491284,2026-06-08
CRCL,82.53,2026-06-12,4,Call,84.00,-1.78%,2.58,2.43,2.83,1005,160,6.28,86.82%,97.12%,0.45266,2026-06-08
AAPL,301.54,2026-06-17,9,Put,300.00,-0.51%,4.05,4.4,4.7,2943,469,6.28,24.39%,27.64%,-0.438526,2026-06-08
CYTK,67.9,2026-08-21,74,Put,60.00,-11.63%,2.3,2.74,2.9,1260,201,6.27,46.10%,51.15%,-0.248258,2026-06-08
QBTS,25.83,2026-06-12,4,Call,26.00,-0.66%,1.15,1.15,1.34,3592,577,6.23,107.99%,122.38%,0.506362,2026-06-08
NBIS,218,2026-06-18,10,Call,232.50,-6.65%,11.8,13.2,12.9,671,108,6.21,114.21%,125.53%,0.42023,2026-06-08
SMCI,43.99,2026-06-12,4,Put,41.50,-5.66%,0.76,0.79,0.82,1231,199,6.19,84.37%,99.09%,-0.268602,2026-06-08
AMD,490.33,2026-06-12,4,Call,510.00,-4.01%,9.75,9.75,10,9317,1510,6.17,71.31%,86.02%,0.349216,2026-06-08
AMD,490.33,2026-06-12,4,Call,490.00,+0.07%,17.7,18,18.05,7412,1210,6.13,71.31%,86.08%,0.522705,2026-06-08
DDOG,231.68,2026-06-12,4,Call,235.00,-1.43%,5.5,5.94,6.25,692,113,6.12,61.63%,75.73%,0.446367,2026-06-08
TSLA,408.95,2026-06-10,2,Put,360.00,-11.97%,0.15,0.17,0.18,1043,171,6.1,47.51%,83.22%,-0.017723,2026-06-08
MP,57.58,2026-06-12,4,Put,50.00,-13.16%,0.1,0.12,0.18,1121,185,6.06,71.77%,88.97%,-0.058667,2026-06-08
VALE,14.99,2026-07-17,39,Put,14.00,-6.60%,0.29,0.3,0.31,1966,325,6.05,35.75%,34.80%,-0.270013,2026-06-08
LMND,52.97,2026-06-12,4,Call,55.00,-3.83%,0.65,1.1,1.1,1094,181,6.04,70.55%,75.14%,0.33221,2026-06-08
AAOI,196.64,2026-06-12,4,Call,240.00,-22.05%,3.1,3.4,3.5,1727,286,6.04,147.86%,184.64%,0.175585,2026-06-08
AAPL,301.54,2026-06-15,7,Put,290.00,-3.83%,1.09,1.2,1.23,1486,247,6.02,24.39%,30.41%,-0.168195,2026-06-08
TSLA,408.95,2026-06-10,2,Put,395.00,-3.41%,1.61,1.64,1.67,9211,1532,6.01,47.51%,53.32%,-0.183064,2026-06-08
INTC,110.27,2026-06-12,4,Call,109.00,+1.15%,5.15,5.25,5.3,9518,1587,6,83.82%,99.25%,0.566212,2026-06-08
HTT,2.95,2026-07-17,39,Put,5.00,+69.49%,1.8,2.16,2.35,600,100,6,332.83%,105.70%,-0.917795,2026-06-08
OKLO,58.94,2026-06-12,4,Call,59.00,-0.10%,2.55,2.63,2.7,744,124,6,97.47%,107.41%,0.52022,2026-06-08
CVNA,69.45,2026-06-26,18,Call,85.00,-22.39%,0.52,0.62,0.7,1013,169,5.99,69.99%,71.79%,0.119699,2026-06-08
FROG,85.67,2026-09-18,102,Call,75.00,+12.45%,18.5,19.7,20.1,1804,302,5.97,70.36%,76.41%,0.711157,2026-06-08
META,585.39,2026-06-12,4,Call,647.50,-10.61%,0.41,0.42,0.5,845,142,5.95,34.56%,52.61%,0.036166,2026-06-08
BMY,55.57,2026-06-12,4,Put,56.00,+0.77%,0.83,0.93,0.97,2545,428,5.95,28.51%,28.34%,-0.597631,2026-06-08
NVDA,208.64,2026-06-10,2,Call,205.00,+1.74%,4.8,4.85,4.95,4215,709,5.94,39.98%,43.17%,0.716692,2026-06-08
MU,949.28,2026-06-18,10,Call,945.00,+0.45%,67.1,67.24,68.25,777,131,5.93,101.26%,104.18%,0.546994,2026-06-08
UNH,406.57,2026-06-12,4,Call,405.00,+0.39%,6.8,6.9,7.5,4076,689,5.92,34.70%,37.18%,0.548833,2026-06-08
FCEL,15.5,2026-06-12,4,Put,15.00,-3.23%,0.85,0.9,1,933,158,5.91,138.72%,182.50%,-0.393995,2026-06-08
DELL,400.77,2026-06-12,4,Call,405.00,-1.06%,11.4,12,12.8,620,105,5.9,74.92%,83.57%,0.47106,2026-06-08
ARM,346.39,2026-06-12,4,Call,410.00,-18.36%,2.02,2.3,2.68,1216,206,5.9,94.90%,125.54%,0.112341,2026-06-08
CRCL,82.53,2026-06-12,4,Call,86.00,-4.20%,1.9,1.94,2.08,1006,171,5.88,86.82%,97.78%,0.364162,2026-06-08
WPM,114.87,2027-01-15,221,Put,95.00,-17.30%,7.4,7.6,8,904,154,5.87,50.09%,50.75%,-0.235903,2026-06-08
OPTU,1.06,2026-07-17,39,Call,1.5000,-41.51%,0.1,0.13,0.15,18765,3206,5.85,257.43%,179.71%,0.38566,2026-06-08
ROST,227.42,2026-06-18,10,Call,185.00,+18.65%,41.3,43.3,44.2,935,160,5.84,27.74%,63.36%,0.978523,2026-06-08
AAOI,196.64,2026-06-12,4,Call,215.00,-9.34%,7.3,7.75,9.1,1196,205,5.83,147.86%,182.76%,0.356101,2026-06-08
PL,32.74,2026-06-12,4,Call,35.00,-6.90%,1,1,1.1,1298,223,5.82,110.23%,139.69%,0.351713,2026-06-08
TSLA,408.95,2026-06-12,4,Put,407.50,-0.35%,8.55,8.67,8.7,3584,616,5.82,47.51%,55.16%,-0.461752,2026-06-08
TSLA,408.95,2026-06-12,4,Call,420.00,-2.70%,5.2,5.2,5.3,23797,4092,5.82,47.51%,56.29%,0.338592,2026-06-08
CORZ,27.15,2026-06-12,4,Put,26.50,-2.39%,0.72,0.78,0.82,734,127,5.78,78.71%,95.35%,-0.383584,2026-06-08
MRVL,288.85,2026-12-18,193,Put,180.00,-37.68%,21.7,22.9,22.9,1208,210,5.75,106.04%,97.28%,-0.147853,2026-06-08
UNH,406.57,2026-06-12,4,Call,402.50,+1.00%,8.2,8.22,9.15,2141,373,5.74,34.70%,37.88%,0.609232,2026-06-08
LASE,3.28,2026-06-12,4,Call,4.00,-21.95%,0.2,0.2,0.3,5423,949,5.71,258.81%,354.60%,0.363916,2026-06-08
TEVA,33.26,2026-06-12,4,Put,33.00,-0.78%,0.5,0.62,0.59,1115,196,5.69,41.32%,48.51%,-0.426602,2026-06-08
NOK,14.59,2028-01-21,592,Call,32.00,-119.33%,3.05,3.15,3.25,1666,293,5.69,81.14%,86.20%,0.445063,2026-06-08
TSLA,408.95,2026-06-15,7,Call,400.00,+2.19%,16.25,16.65,16.8,1635,288,5.68,47.51%,50.68%,0.640715,2026-06-08
NVDA,208.64,2026-06-10,2,Call,207.50,+0.55%,3.15,3.24,3.25,14962,2635,5.68,39.98%,41.77%,0.578896,2026-06-08
MP,57.58,2026-06-12,4,Call,60.00,-4.20%,0.97,1.06,1.1,1174,207,5.67,71.77%,81.92%,0.332641,2026-06-08
CHWY,20.15,2026-06-12,4,Call,23.00,-14.14%,0.26,0.34,0.36,3306,584,5.66,72.10%,138.94%,0.202086,2026-06-08
MRVL,288.85,2026-06-12,4,Call,340.00,-17.71%,2.69,2.8,2.9,18421,3257,5.66,106.04%,135.80%,0.14161,2026-06-08
MU,949.28,2026-06-12,4,Put,935.00,-1.50%,36.85,37,38.4,3179,564,5.64,101.26%,113.31%,-0.424713,2026-06-08
SPG,207.34,2026-06-18,10,Call,195.00,+5.95%,11,11.9,12.8,1803,320,5.63,22.49%,0.00%,0,2026-06-08
CRCL,82.53,2026-06-12,4,Call,91.00,-10.26%,0.82,0.88,0.93,824,147,5.61,86.82%,100.55%,0.191642,2026-06-08
ASTS,92.06,2026-06-12,4,Put,72.00,-21.79%,0.35,0.4,0.41,1099,196,5.61,115.50%,155.78%,-0.055808,2026-06-08
HPE,49.87,2026-06-12,4,Put,43.50,-12.77%,0,0.1,0.33,689,123,5.6,68.13%,93.16%,-0.073144,2026-06-08
RBLX,42.3,2026-11-20,165,Call,60.00,-41.84%,4,4.25,4.2,822,147,5.59,70.79%,78.03%,0.354824,2026-06-08
BE,253.57,2026-06-12,4,Call,270.00,-6.48%,7.05,7.55,7.8,915,164,5.58,109.55%,129.23%,0.346948,2026-06-08
AAPL,301.54,2026-07-10,32,Call,325.00,-7.78%,1.62,1.95,2.09,1650,297,5.56,24.39%,24.23%,0.166569,2026-06-08
CNI,120.81,2026-06-18,10,Call,110.00,+8.95%,10.5,11.3,11.6,721,130,5.55,21.87%,37.56%,0.938286,2026-06-08
UMC,20,2026-10-16,130,Call,20.00,0.00%,3.6,3.9,4.2,2103,379,5.55,82.64%,86.30%,0.583831,2026-06-08
MRVL,288.85,2026-06-12,4,Call,395.00,-36.75%,0.36,0.35,0.49,719,130,5.53,106.04%,148.09%,0.026272,2026-06-08
HOOD,85.04,2026-06-18,10,Put,86.00,+1.13%,4.35,4.78,4.75,1278,231,5.53,68.56%,72.54%,-0.51078,2026-06-08
GOOGL,363.31,2026-06-15,7,Call,370.00,-1.84%,3.5,3.73,3.95,828,150,5.52,32.10%,31.82%,0.352954,2026-06-08
SPG,207.34,2026-06-18,10,Call,175.00,+15.60%,31,32,33.4,3000,543,5.52,22.49%,0.00%,0,2026-06-08
ASYS,19.71,2026-06-18,10,Call,22.50,-14.16%,0.05,0.85,1.05,893,162,5.51,108.23%,112.19%,0.269341,2026-06-08
CTSH,52.99,2026-06-18,10,Put,52.50,-0.92%,1.45,1.39,1.7,2512,456,5.51,49.41%,52.20%,-0.438651,2026-06-08
AAPL,301.54,2026-06-12,4,Put,320.00,+6.12%,17.6,18.28,19.7,931,170,5.48,24.39%,35.18%,-0.946821,2026-06-08
MSTR,127.2,2026-07-10,32,Call,175.00,-37.58%,1.25,1.45,1.61,711,130,5.47,78.12%,79.16%,0.109333,2026-06-08
OSCR,27.39,2026-06-12,4,Call,30.00,-9.53%,0.31,0.39,0.41,3996,731,5.47,83.67%,104.73%,0.220096,2026-06-08
CYTK,67.9,2026-08-21,74,Call,100.00,-47.28%,0.25,0.65,0.8,1275,234,5.45,46.10%,54.44%,0.07695,2026-06-08
GLXY,30.51,2026-06-12,4,Call,35.00,-14.72%,0.37,0.38,0.44,3399,626,5.43,103.30%,134.70%,0.183942,2026-06-08
SPG,207.34,2026-06-18,10,Call,180.00,+13.19%,26,27.4,28.4,1200,222,5.41,22.49%,40.96%,0.983757,2026-06-08
TSLA,408.95,2026-06-10,2,Call,422.50,-3.31%,1.72,1.71,1.77,4770,881,5.41,47.51%,51.53%,0.203144,2026-06-08
GOOGL,363.31,2026-06-10,2,Call,385.00,-5.97%,0.11,0.12,0.13,1860,345,5.39,32.10%,40.77%,0.02871,2026-06-08
SPG,207.34,2026-06-18,10,Call,185.00,+10.77%,21.1,21.93,22.6,1806,336,5.38,22.49%,0.00%,0,2026-06-08
TSLA,408.95,2026-06-10,2,Put,387.50,-5.25%,0.79,0.8,0.82,2767,514,5.38,47.51%,57.18%,-0.097072,2026-06-08
UNH,406.57,2026-06-12,4,Call,410.00,-0.84%,4.65,4.75,4.9,6273,1166,5.38,34.70%,37.05%,0.423348,2026-06-08
PFE,25.62,2026-07-10,32,Call,26.00,-1.48%,0.5,0.53,0.62,596,111,5.37,22.66%,24.93%,0.423228,2026-06-08
MU,949.28,2027-03-19,284,Call,"2,170.00",-128.59%,94,94.7,101.3,615,115,5.35,101.26%,93.38%,0.288667,2026-06-08
CSCO,124.15,2026-06-12,4,Put,117.00,-5.76%,0.29,0.3,0.38,797,149,5.35,38.97%,47.39%,-0.110221,2026-06-08
ARM,346.39,2026-06-12,4,Call,375.00,-8.26%,6.35,6.75,7.55,855,160,5.34,94.90%,117.32%,0.280418,2026-06-08
NFLX,82.64,2026-07-24,46,Call,85.00,-2.86%,3.8,3.9,4.05,1127,211,5.34,40.80%,40.93%,0.46459,2026-06-08
MSFT,411.74,2026-08-21,74,Put,395.00,-4.07%,16.35,16.45,17.35,1574,295,5.34,30.70%,34.82%,-0.354317,2026-06-08
DDOG,231.68,2026-06-26,18,Put,139.00,-40.00%,0,0.26,0.16,629,118,5.33,61.63%,93.22%,-0.004955,2026-06-08
CAT,915.64,2026-06-12,4,Call,905.00,+1.16%,21.05,21.4,25.2,543,102,5.32,41.95%,45.01%,0.609674,2026-06-08
IBRX,7.17,2026-06-26,18,Call,1.00,+86.05%,4.8,6.2,8.2,580,109,5.32,95.34%,891.71%,0.976479,2026-06-08
TSCO,30.14,2026-06-18,10,Put,28.00,-7.10%,0.2,0.2,0.35,813,153,5.31,44.15%,52.29%,-0.185082,2026-06-08
TTD,19.43,2026-06-12,4,Put,19.00,-2.21%,0.38,0.39,0.42,1873,353,5.31,68.71%,73.93%,-0.36984,2026-06-08
GOOGL,363.31,2026-06-10,2,Call,375.00,-3.22%,0.55,0.58,0.58,1921,362,5.31,32.10%,35.85%,0.120349,2026-06-08
